视频URL,标题,封面地址,播放地址,类别,观看数 (独立用户),点赞数,热度评分,序号
https://www.kuaishou.com/short-video/3x2emjqy23dp5ug,你的美一缕飘散 去到我去不了的地方 #青花瓷 #吉他 #伴奏,https://p1.a.yximgs.com/upic/2021/06/23/20/BMjAyMTA2MjMyMDQ5MTZfNDIyMzg1NTlfNTE5MzgyNzIwMjZfMV8z_B7de501050bf38fdeece780a6c55af35a.jpg?tag=1-1744604652-xpcwebsearch-0-ovvwcma0wt-6b63622d8e0a1551&clien,https://v2-zj-scct.kwaicdn.com/upic/2021/06/23/20/BMjAyMTA2MjMyMDQ5MTZfNDIyMzg1NTlfNTE5MzgyNzIwMjZfMV8z_b_Bb1464dd321e0413d5d9bb6fd4f766050.mp4?tag=1-1744604652-unknown-0-wltubpsztk-53a969cafbfc7a31&p,CAT_138,37,15,28.2,8100
https://www.kuaishou.com/short-video/3xv7723dwkdr25k,#真实还原系列 琪燕妈妈又出来嘚瑟了,https://p5.a.yximgs.com/upic/2024/04/01/19/BMjAyNDA0MDExOTIxMjFfMTc0NjA0NjA0M18xMjg3NTAyNjM3MDBfMV8z_Bd0e87855a84a0c27566331b5a2b96261.jpg?tag=1-1744603952-xpcwebsearch-0-cnysekha8g-d8575e7929b966ef&c,https://v2-zj-scct.kwaicdn.com/upic/2024/04/01/19/BMjAyNDA0MDExOTIxMjFfMTc0NjA0NjA0M18xMjg3NTAyNjM3MDBfMV8z_b_B8691ec8ea2a6d893976e57e90e512400.mp4?tag=1-1744603952-unknown-0-ndzbrbvfrd-ff6ed30d55fc29,CAT_070,33,20,27.8,9408
https://www.kuaishou.com/short-video/3xrub5xvib3k89q,是龙你就盘着，是虎你就卧着，做事低调，活的心安。#快手小剧场 #天天拍好剧#快手短剧冷启大赏,https://p1.a.yximgs.com/upic/2023/06/21/13/BMjAyMzA2MjExMzQ0MTFfMzUwMTQ0OTcwN18xMDYwNTQyMDUyMjNfMF8z_Bba2b7bd5e5560d7f801aacd5574c5942.jpg?tag=1-1744603526-xpcwebsearch-0-xbk8hnngzh-5de61527f179020c&c,https://v2-zj-scct.kwaicdn.com/upic/2023/06/21/13/BMjAyMzA2MjExMzQ0MTFfMzUwMTQ0OTcwN18xMDYwNTQyMDUyMjNfMF8z_b_B54eb5cb86e24bbd98a626a034ac46d0a.mp4?tag=1-1744603526-unknown-0-dpm8hsvjnz-1e9fc8a7df8d7a,CAT_165,33,20,27.8,13356
https://www.kuaishou.com/short-video/3x9a682fbr37xpm,新手也能零失败，法式硬欧轻松搞定 #太原烘焙培训 #教学员技术配方毫无保留 #烘焙培训,https://p5.a.yximgs.com/upic/2025/03/19/22/BMjAyNTAzMTkyMjMyNDlfOTc4MDgyMTAxXzE1OTYzNTMwOTcwOV8yXzM=_B562718972581f9ddee42bae17e6354c3.jpg?tag=1-1744602063-xpcwebsearch-0-4dwlyajq9y-3dbd06247bade7ae&c,https://v2-zj-scct.kwaicdn.com/upic/2025/03/19/22/BMjAyNTAzMTkyMjMyNDlfOTc4MDgyMTAxXzE1OTYzNTMwOTcwOV8yXzM=_b_B3e4d3cefcd8c3791fb65443e0abd4028.mp4?tag=1-1744602063-unknown-0-kdyw2jrhnf-17c0d3234996af,CAT_184,33,20,27.8,16033
https://www.kuaishou.com/short-video/3xwzszf5rdeqqz6,难怪鲁迅当时逮谁喷谁，原来大家都有瓜，看完网友分享太震惊了 #网友神评,https://p2.a.yximgs.com/upic/2025/04/14/17/BMjAyNTA0MTQxNzMyMDlfNjk0ODEwOTdfMTYxNzQ1MjIyMTQ5XzJfMw==_B7e7685283afc66ea726e96c37335faf8.jpg?tag=1-1744703372-xpcwebsearch-0-dllpyybjh2-0f6b4c00a8aa4a9e&c,https://v2-zj-scct.kwaicdn.com/upic/2025/04/14/17/BMjAyNTA0MTQxNzMyMDlfNjk0ODEwOTdfMTYxNzQ1MjIyMTQ5XzJfMw==_b_B40c8ac82d249b98816ab035015c2ba4f.mp4?tag=1-1744703372-unknown-0-7ic8t1qwef-6b3eb965762c92,CAT_040,36,15,27.6,37966
https://www.kuaishou.com/short-video/3xhazvd7pxyic3k,@有妈真好🌈(O3x2p3e2fm2rmrva) 的精彩视频,https://picsum.photos/300/80?random,https://www.kuaishou.com/short-video/3xhazvd7pxyic3k,CAT_175,33,19,27.4,17890
https://www.kuaishou.com/short-video/3xaaxuywpj3qpk2,终于用上这个BGM喽👰 #婚纱照拍摄花絮,https://p1.a.yximgs.com/upic/2024/01/02/17/BMjAyNDAxMDIxNzQ4NDNfMTk0MjM2MDhfMTIxMjEwNDI4MDY0XzFfMw==_B28a5b5f46f4d1d03617150c9a810ebaf.jpg?tag=1-1744708259-xpcwebsearch-0-vehlzgvzrb-ec275863748df1ae&c,https://v2-zj-scct.kwaicdn.com/upic/2024/01/02/17/BMjAyNDAxMDIxNzQ4NDNfMTk0MjM2MDhfMTIxMjEwNDI4MDY0XzFfMw==_b_B3806952729859a39db162b18ef97afa3.mp4?tag=1-1744708259-unknown-0-ehaijez2sm-b5ca8d005ef1e3,CAT_209,33,19,27.4,33207
https://www.kuaishou.com/short-video/3xq38rw6hx2zy3s,新生儿第一个月护理要点，新手妈妈们赶紧收藏起来！,https://picsum.photos/300/80?random,https://www.kuaishou.com/short-video/3xq38rw6hx2zy3s,CAT_082,35,16,27.4,2857
https://www.kuaishou.com/short-video/3xfzy84cx3tpzdk,星际探索 人类发现.首个外星访客 #宇宙未解之谜 #快影,https://p1.a.yximgs.com/upic/2021/03/16/18/BMjAyMTAzMTYxODI5NTJfMjIwNTg1NTc2M180NjEwMzE2MjM3NV8yXzM=_B8fd8b9fe713340394e5c8a8ebddb3045.jpg?tag=1-1744978384-xpcwebsearch-0-sdwovg4sfu-94ba9dfe9d377f80&c,https://v2.kwaicdn.com/ksc2/B1LPvWBt-Hw0_-ot25HaaMvcLA4RhM10rkHXJmOqlOxgLnVpKOfijS3fEaCIvDmYIhXT6jJFPbe2jn3NtWeYXZc2iA1aLJ2K9LW0AmLoNxh0Lc6piREiw9sMjYjw3Ii625zbQAjLzPj8QgMlpdQNJ6p8aVywSfQLGmD8PMuvvWaU,CAT_140,37,13,27.4,65001
https://www.kuaishou.com/short-video/3xvzbtywh3ir84y,不要因为别人的一句话，就丢掉一整天的快乐，任何让你不舒服的关系，都要适可而止。 你不用去做别人认可的人，也不用去迎合任何人的标准，只要仰起头来做自己，自然会有人来爱你。 在心里种花，人生才不会荒芜来日方长，你要活成一束光，够光亮，就福泽四方;光微弱，就惠及身旁。 目光所及皆是所爱，心之所向皆是美好，愿你用力爱过，也用力生活着。 #今日书摘 #生活感悟 #领悟人生,https://p2.a.yximgs.com/upic/2023/09/21/20/BMjAyMzA5MjEyMDAwMzFfMjAxNjI2NDc1OF8xMTMyNjQ0NDQ2MDRfMl8z_B2f62fef72ad8da316a81331866e6e35c.jpg?tag=1-1744702630-xpcwebsearch-0-wcg10oxbdf-752e3c16a2bbf73c&c,https://v2-zj-scct.kwaicdn.com/upic/2023/09/21/20/BMjAyMzA5MjEyMDAwMzFfMjAxNjI2NDc1OF8xMTMyNjQ0NDQ2MDRfMl8z_b_B5a2178d844c537ea100b1e6a1b2737cd.mp4?tag=1-1744702630-unknown-0-hoggseigko-6992977de7104d,CAT_170,35,15,27.0,38731
https://www.kuaishou.com/short-video/3xxmzsn7er6asrq,欢迎收看我的早间日常 #我的vlog日常 #日常vlog原创作品 #小洛很乖 #感谢快手平台记录每天的自己 关注小号 @xiao洛的碎碎念✨(O3xahjyprkp5ytzs),https://p5.a.yximgs.com/upic/2025/03/27/18/BMjAyNTAzMjcxODI1MzVfNTQ2NDg2Mzk4XzE2MDIzNzIwOTM0NV8xXzM=_B3fbbe5a2187e65f8d749943fff4121da.jpg?tag=1-1744977210-xpcwebsearch-0-vj8vqu09g9-c68132255bc54bac&c,https://v2-zj-scct.kwaicdn.com/upic/2025/03/27/18/BMjAyNTAzMjcxODI1MzVfNTQ2NDg2Mzk4XzE2MDIzNzIwOTM0NV8xXzM=_b_B7d8ef7d43c976a65fed97c78d7b6df30.mp4?tag=1-1744977210-unknown-0-s4e6oad9hp-8c35f2af4b6511,CAT_034,32,19,26.8,50042
https://www.kuaishou.com/short-video/3xgafgmtzxfrn9m,美国中央司令部公布战斗机起飞视频证实美军对也门发动袭击,https://picsum.photos/300/80?random,https://www.kuaishou.com/short-video/3xgafgmtzxfrn9m,CAT_172,32,19,26.8,41178
https://www.kuaishou.com/short-video/3x92gdhvfs3amtu,春蚕到死丝方尽，蜡炬成灰泪始干,https://picsum.photos/300/80?random,https://www.kuaishou.com/short-video/3x92gdhvfs3amtu,CAT_059,32,19,26.8,46482
https://www.kuaishou.com/short-video/3x5tmt52qezv9h9,中国书法简史 中国文字博大精深 书法历史 热爱书法支持正能量,https://picsum.photos/300/80?random,https://www.kuaishou.com/short-video/3x5tmt52qezv9h9,CAT_201,34,16,26.8,41460
https://www.kuaishou.com/short-video/3x3ujk5ark6vdtq,男子给狗子洗澡，结果狗子一动不动还以为狗子…来源：@卢姥爷 #万万没想到 #狗狗能有什么坏心思 #澄江观察,https://p2.a.yximgs.com/upic/2024/05/11/16/BMjAyNDA1MTExNjUzMzNfNjczMzE4NjcwXzEzMjExMDUwMzIwMl8xXzM=_B46cc330ff08876ba2d0d2a180a5407b7.jpg?tag=1-1744709038-xpcwebsearch-0-oeawckcy30-6b5ec999f33af35c&c,https://v2-zj-scct.kwaicdn.com/upic/2024/05/11/16/BMjAyNDA1MTExNjUzMzNfNjczMzE4NjcwXzEzMjExMDUwMzIwMl8xXzM=_b_Bbcea2be8087a11255bff1747e56f1c4a.mp4?tag=1-1744709038-unknown-0-3zdca6hd7k-359d165946e262,CAT_175,34,16,26.8,35472
https://www.kuaishou.com/short-video/3x2sjj95bqtniwu,饭后消食操，饭后扭一扭，摆脱大肚腩 #健身挑战 #健身操 #我的健身挑战,https://p1.a.yximgs.com/upic/2024/05/09/18/BMjAyNDA1MDkxODIwNTFfMTQwODQzMDA1OF8xMzE5NjYyMDMzODhfMV8z_B2406451f4e17ae23a24b4fffdacdcd2d.jpg?tag=1-1744982893-xpcwebsearch-0-fia6lpw8gj-d435c52a1c44ebff&c,https://v2-zj-scct.kwaicdn.com/upic/2024/05/09/18/BMjAyNDA1MDkxODIwNTFfMTQwODQzMDA1OF8xMzE5NjYyMDMzODhfMV8z_b_Bd6a499857885b382126aee0eb52c43bd.mp4?tag=1-1744982892-unknown-0-uz4cxazo0k-09c3cd5377ccfe,CAT_210,34,16,26.8,55813
https://www.kuaishou.com/short-video/3xzcpn62e2wfwj6,和好朋友一起变装吧 #姐妹合拍 #梁山V1婚纱摄影,https://p2.a.yximgs.com/upic/2024/11/30/17/BMjAyNDExMzAxNzU0MDJfMjA4MTgwNjYxNF8xNDk5NjI1MTkyOThfMV8z_B67f934640f2dc5e87c7879ce5b15e225.jpg?tag=1-1744708265-xpcwebsearch-0-2gttpetei5-151d3731087f9b6a&c,https://v2-zj-scct.kwaicdn.com/upic/2024/11/30/17/BMjAyNDExMzAxNzU0MDJfMjA4MTgwNjYxNF8xNDk5NjI1MTkyOThfMV8z_b_Ba7b66a9dd641c1131df4cd859b3e74c2.mp4?tag=1-1744708265-unknown-0-rcltwa8asu-c24562f5235245,CAT_209,33,17,26.6,33259
https://www.kuaishou.com/short-video/3xqqsgqmkcik7jk,我要拉伸100遍！！拉伸完太舒服了！不愧是mizi姐的动态拉伸！全程站立轻松拉完！运动必备！姐妹们收藏起来～ #运动拉伸,https://p2.a.yximgs.com/upic/2024/08/09/15/BMjAyNDA4MDkxNTE1MTJfMTY3ODg3MjM5MV8xNDAyNTMxNDE2NThfMV8z_Bcb5ccd34675453fe8db89c8c60647af6.jpg?tag=1-1744982915-xpcwebsearch-0-tgkxiwpcbk-a8c98f3494c4b45a&c,https://v2-zj-scct.kwaicdn.com/upic/2024/08/09/15/BMjAyNDA4MDkxNTE1MTJfMTY3ODg3MjM5MV8xNDAyNTMxNDE2NThfMV8z_b_B88376ca361e4fc2e58742353c6f2ef8d.mp4?tag=1-1744982915-unknown-0-o48gl49ih0-d61c848f25ddd4,CAT_137,33,17,26.6,55882
https://www.kuaishou.com/short-video/3xkjh3zmc67cvdy,@小路..。(O3x2h27rhg8a686k) 的精彩视频,https://p4.a.yximgs.com/upic/2021/10/11/17/BMjAyMTEwMTExNzU4NTNfMTE1NzU5NTZfNTg4NzczODI1NzdfMV8z_Bebe68bc4f84907e2508def31f27d6eee.jpg?tag=1-1744983457-xpcwebsearch-0-ph7dryrvjk-7481b624b7144f42&clien,https://v2-zj-scct.kwaicdn.com/upic/2021/10/11/17/BMjAyMTEwMTExNzU4NTNfMTE1NzU5NTZfNTg4NzczODI1NzdfMV8z_b_B3628a00b8fe857f3916d24c15ed4a8b5.mp4?tag=1-1744983457-unknown-0-cu27cuvdk0-6462ae4ce6f970b6&p,CAT_137,35,14,26.6,57708
